@id,type,lon,lat
3156237927,Attached_to_WASH_centre,36.32627,32.30032
3156237928,Attached_to_WASH_centre,36.32386,32.30032
3156237929,Attached_to_WASH_centre,36.31742,32.30032
3156237930,Free_standing,36.32364,32.30033
3156237931,Free_standing,36.32135,32.30035
3156237932,Free_standing,36.31677,32.30038
3156237933,Attached_to_WASH_centre,36.31893,32.30043
3156237934,Free_standing,36.32374,32.30047
3156237935,Free_standing,36.33092,32.30048
3156237936,Attached_to_WASH_centre,36.31868,32.30050
3156237937,Free_standing,36.33080,32.30056
3156237938,Free_standing,36.32977,32.30062
3156237939,Attached_to_WASH_centre,36.32384,32.30064
3156237940,Free_standing,36.33038,32.30067
3156237941,Free_standing,36.32482,32.30077
3156237942,Attached_to_WASH_centre,36.31724,32.30085
3156237943,Free_standing,36.32322,32.30089
3156237944,Free_standing,36.31670,32.30099
3156237945,Free_standing,36.32902,32.30104
3156237946,Free_standing,36.31577,32.30105
3156237947,Attached_to_WASH_centre,36.32498,32.30105
3156237948,Attached_to_WASH_centre,36.32536,32.30106
3156237949,Attached_to_WASH_centre,36.31946,32.30106
3156237950,Free_standing,36.31732,32.30109
3156237951,Free_standing,36.31563,32.30116
3156237952,Free_standing,36.32065,32.30145
3156237953,Free_standing,36.32569,32.30145
3156237954,Attached_to_WASH_centre,36.32638,32.30145
3156237955,Free_standing,36.32218,32.30145
3156237956,Attached_to_WASH_centre,36.32224,32.30146
3156237957,Attached_to_WASH_centre,36.31551,32.30150
3156237958,Attached_to_WASH_centre,36.32291,32.30157
3156237959,Attached_to_WASH_centre,36.31559,32.30158
3156237960,Attached_to_WASH_centre,36.32476,32.30165
3156238061,Attached_to_WASH_centre,36.32186,32.30165
3156238062,Free_standing,36.31788,32.30167
3156238063,Attached_to_WASH_centre,36.32662,32.30172
3156238064,Free_standing,36.31636,32.30184
3156238065,Free_standing,36.32567,32.30185
3156238066,Free_standing,36.31971,32.30193
3156238067,Free_standing,36.32544,32.30194
3156238068,Free_standing,36.32421,32.30207
3156238069,Free_standing,36.31674,32.30226
3156238070,Free_standing,36.32052,32.30233
3156238071,Free_standing,36.31844,32.30240
3156238072,Free_standing,36.31622,32.30254
3156238073,Free_standing,36.31901,32.30267
3156238074,Free_standing,36.32379,32.30269
3156238075,Free_standing,36.31962,32.30277
3156238076,Free_standing,36.31974,32.30280
3156238077,Free_standing,36.32140,32.30287
3156238078,Free_standing,36.31893,32.30292
3156238079,Free_standing,36.32065,32.30300
3156238080,Attached_to_WASH_centre,36.31866,32.30302
3156238081,Free_standing,36.32167,32.30305
3156238082,Free_standing,36.32040,32.30314
3156238083,Free_standing,36.31939,32.30323
3156238084,Free_standing,36.31924,32.30331
3156238085,Free_standing,36.32009,32.30334
3156238086,Free_standing,36.31835,32.30336
3156238087,Free_standing,36.31883,32.30338
3156238088,Free_standing,36.32048,32.30346
3156238089,Free_standing,36.31927,32.30356
3156238090,Free_standing,36.32016,32.30362
3156238091,Free_standing,36.31835,32.30363
3156238092,Free_standing,36.31934,32.30379
